title|raw_text|meal_type|cultural_restriction|calories|allergies
 Spanish tortilla with potatoes and onions - Calories|"18. Spanish tortilla with potatoes and onions - Calories: 350 per portion / Portions: 2 / Allergic warnings: Eggs / Origin country: Spain
"|breakfast|None|-1.0|
 Bacon, egg, and cheese sandwich - Calories|"19. Bacon, egg, and cheese sandwich - Calories: 450 per portion / Portions: 1 / Allergic warnings: Gluten, dairy, eggs / Origin country: United States
"|breakfast|None|-1.0|
 Vegan protein pancakes with berries - Calories|"20. Vegan protein pancakes with berries - Calories: 300 per portion / Portions: 2 / Allergic warnings: Gluten, soy (if using protein powder) / Origin country: N/A
"|breakfast|None|-1.0|
 Shakshuka with crusty bread - Calories|"21. Shakshuka with crusty bread - Calories: 350 per portion / Portions: 2 / Allergic warnings: Gluten / Origin country: Middle East
"|breakfast|None|-1.0|
 Peanut butter and banana smoothie - Calories|"22. Peanut butter and banana smoothie - Calories: 300 per portion / Portions: 1 / Allergic warnings: Nuts, dairy (if using cow's milk) / Origin country: N/A
"|breakfast|None|-1.0|
 Hash browns with sausage and eggs - Calories|"23. Hash browns with sausage and eggs - Calories: 500 per portion / Portions: 1 / Allergic warnings: N/A / Origin country: N/A
"|breakfast|None|-1.0|
 Ricotta and fruit-stuffed crepes - Calories|"24. Ricotta and fruit-stuffed crepes - Calories: 400 per portion / Portions: 2 / Allergic warnings: Gluten, dairy, eggs / Origin country: France
"|breakfast|None|-1.0|
 English breakfast with baked beans - Calories|"25. English breakfast with baked beans - Calories: 600 per portion / Portions: 1 / Allergic warnings: Gluten, dairy, eggs / Origin country: United Kingdom
"|breakfast|None|-1.0|
 Spinach and mushroom frittata - Calories|"26. Spinach and mushroom frittata - Calories: 200 per portion / Portions: 2 / Allergic warnings: Dairy, eggs / Origin country: Italy
"|breakfast|None|-1.0|
 Strawberry banana smoothie - Calories|"27. Strawberry banana smoothie - Calories: 250 per portion / Portions: 1 / Allergic warnings: Dairy / Origin country: N/A
"|breakfast|None|-1.0|
 Corned beef hash with fried eggs - Calories|"28. Corned beef hash with fried eggs - Calories: 550 per portion / Portions: 1 / Allergic warnings: N/A / Origin country: Ireland
"|breakfast|None|-1.0|
 Overnight oats with almond milk and raisins - Calories|"29. Overnight oats with almond milk and raisins - Calories: 300 per portion / Portions: 1 / Allergic warnings: Nuts (if using almond milk) / Origin country: N/A
"|breakfast|None|-1.0|
 Belgian waffles with whipped cream and berries - Calories|"30. Belgian waffles with whipped cream and berries - Calories: 450 per portion / Portions: 1 / Allergic warnings: Gluten, dairy / Origin country: Belgium
"|breakfast|None|-1.0|
 Quiche Lorraine - Calories|"31. Quiche Lorraine - Calories: 400 per portion / Portions: 4 / Allergic warnings: Gluten, dairy, eggs / Origin country: France
"|breakfast|None|-1.0|
 Mango and coconut chia pudding - Calories|"32. Mango and coconut chia pudding - Calories: 300 per portion / Portions: 1 / Allergic warnings: Nuts (if using nut milk), coconut / Origin country: N/A
"|breakfast|None|-1.0|
 Breakfast sausage and egg sandwich - Calories|"33. Breakfast sausage and egg sandwich - Calories: 450 per portion / Portions: 1 / Allergic warnings: Gluten, dairy, eggs / Origin country: United States
"|breakfast|None|-1.0|
 Turkish menemen with crusty bread - Calories|"34. Turkish menemen with crusty bread - Calories: 250 per portion / Portions: 2 / Allergic warnings: Gluten / Origin country: Turkey
"|breakfast|None|-1.0|
 Vegan breakfast burrito with tofu scramble - Calories|"35. Vegan breakfast burrito with tofu scramble - Calories: 300 per portion / Portions: 1 / Allergic warnings: Gluten (in tortilla), soy / Origin country: N/A
"|breakfast|None|-1.0|
 Fruit and yogurt parfait - Calories|"36. Fruit and yogurt parfait - Calories: 200 per portion / Portions: 1 / Allergic warnings: Dairy, nuts (if using granola) / Origin country: N/A
"|breakfast|None|-1.0|
 Eggs Benedict with hollandaise sauce - Calories|"37. Eggs Benedict with hollandaise sauce - Calories: 700 per portion / Portions: 1 / Allergic warnings: Gluten, dairy, eggs / Origin country: United States
"|breakfast|None|-1.0|
 Cinnamon raisin French toast casserole - Calories|"38. Cinnamon raisin French toast casserole - Calories: 350 per portion / Portions: 2 / Allergic warnings: Gluten, dairy, eggs / Origin country: N/A
"|breakfast|None|-1.0|
 Quinoa and vegetable stuffed bell peppers - Calories|"39. Quinoa and vegetable stuffed bell peppers - Calories: 300 per portion / Portions: 1 / Allergic warnings: N/A / Origin country: N/A
"|breakfast|None|-1.0|
 Smashed avocado and egg toast - Calories|"40. Smashed avocado and egg toast - Calories: 350 per portion / Portions: 1 / Allergic warnings: Gluten, eggs / Origin country: N/A
"|breakfast|None|-1.0|
 Muesli with almond milk and dried fruit - Calories|"41. Muesli with almond milk and dried fruit - Calories: 250 per portion / Portions: 1 / Allergic warnings: Nuts (if using almond milk) / Origin country: Switzerland
"|breakfast|None|-1.0|
 English breakfast muffins with sausage and eggs - Calories|"42. English breakfast muffins with sausage and eggs - Calories: 450 per portion / Portions: 1 / Allergic warnings: Gluten, dairy, eggs / Origin country: United Kingdom
"|breakfast|None|-1.0|
 Oatmeal pancakes with banana - Calories|"43. Oatmeal pancakes with banana - Calories: 300 per portion / Portions: 2 / Allergic warnings: Gluten / Origin country: N/A
"|breakfast|None|-1.0|
 Breakfast quesadilla with bacon and cheese - Calories|"44. Breakfast quesadilla with bacon and cheese - Calories: 400 per portion / Portions: 1 / Allergic warnings: Gluten (in tortilla), eggs, dairy / Origin country: Mexico
"|breakfast|None|-1.0|
 Vegan protein smoothie - Calories|"45. Vegan protein smoothie - Calories: 200 per portion / Portions: 1 / Allergic warnings: Nuts (if using nut butter), soy (if using protein powder) / Origin country: N/A
"|breakfast|None|-1.0|
 English crumpets with butter and jam - Calories|"46. English crumpets with butter and jam - Calories: 250 per portion / Portions: 2 / Allergic warnings: Gluten, dairy / Origin country: United Kingdom
"|breakfast|None|-1.0|
 Spinach and feta quiche - Calories|"47. Spinach and feta quiche - Calories: 300 per portion / Portions: 4 / Allergic warnings: Gluten, dairy, eggs / Origin country: France/Greece
"|breakfast|None|-1.0|
 Banana Nutella crepes - Calories|"48. Banana Nutella crepes - Calories: 400 per portion / Portions: 2 / Allergic warnings: Gluten, dairy / Origin country: France
"|breakfast|None|-1.0|
 Southwestern breakfast bowl with black beans - Calories|"49. Southwestern breakfast bowl with black beans - Calories: 400 per portion / Portions: 1 / Allergic warnings: N/A / Origin country: N/A
"|breakfast|None|-1.0|
 Peanut butter banana overnight oats - Calories|"50. Peanut butter banana overnight oats - Calories: 350 per portion / Portions: 1 / Allergic warnings: Nuts / Origin country: N/A
"|breakfast|None|-1.0|
 Dutch baby pancake with lemon and powdered sugar - Calories|"51. Dutch baby pancake with lemon and powdered sugar - Calories: 400 per portion / Portions: 2 / Allergic warnings: Gluten, dairy, eggs / Origin country: Germany/Netherlands
"|breakfast|None|-1.0|
 Smoked salmon and cream cheese omelette - Calories|"52. Smoked salmon and cream cheese omelette - Calories: 350 per portion / Portions: 1 / Allergic warnings: Dairy, eggs, fish / Origin country: N/A
"|breakfast|None|-1.0|
 Greek yogurt pancakes with honey - Calories|"53. Greek yogurt pancakes with honey - Calories: 300 per portion / Portions: 2 / Allergic warnings: Gluten, dairy, eggs / Origin country: Greece
"|breakfast|None|-1.0|
 Sweet potato hash with eggs - Calories|"54. Sweet potato hash with eggs - Calories: 350 per portion / Portions: 1 / Allergic warnings: N/A / Origin country: N/A
"|breakfast|None|-1.0|
 Apple and cinnamon quinoa porridge - Calories|"55. Apple and cinnamon quinoa porridge - Calories: 250 per portion / Portions: 1 / Allergic warnings: Nuts (if using nut butter) / Origin country: N/A
"|breakfast|None|-1.0|
 Breakfast pizza with scrambled eggs and bacon - Calories|"56. Breakfast pizza with scrambled eggs and bacon - Calories: 400 per portion / Portions: 1 / Allergic warnings: Gluten (in pizza crust), dairy, eggs / Origin country: United States
"|breakfast|None|-1.0|
 Coconut chia pudding with tropical fruit - Calories|"57. Coconut chia pudding with tropical fruit - Calories: 300 per portion / Portions: 1 / Allergic warnings: Nuts (if using nut milk), coconut / Origin country: N/A
"|breakfast|None|-1.0|
 Sausage and gravy biscuits - Calories|"58. Sausage and gravy biscuits - Calories: 550 per portion / Portions: 1 / Allergic warnings: Gluten, dairy / Origin country: United States
"|breakfast|None|-1.0|
 Shakshuka with feta cheese - Calories|"59. Shakshuka with feta cheese - Calories: 400 per portion / Portions: 2 / Allergic warnings: Dairy, eggs / Origin country: Middle East
"|breakfast|None|-1.0|
 Matcha smoothie bowl with kiwi and almonds - Calories|"60. Matcha smoothie bowl with kiwi and almonds - Calories: 350 per portion / Portions: 1 / Allergic warnings: Nuts (if using almond milk), almonds / Origin country: Japan
"|breakfast|None|-1.0|
 Breakfast quesadilla with black beans and avocado - Calories|"61. Breakfast quesadilla with black beans and avocado - Calories: 400 per portion / Portions: 1 / Allergic warnings: Gluten (in tortilla) / Origin country: Mexico
"|breakfast|None|-1.0|
 Peanut butter banana sandwich - Calories|"62. Peanut butter banana sandwich - Calories: 400 per portion / Portions: 1 / Allergic warnings: Gluten (if using bread), nuts / Origin country: N/A
"|breakfast|None|-1.0|
 Breakfast casserole with sausage and cheese - Calories|"63. Breakfast casserole with sausage and cheese - Calories: 450 per portion / Portions: 1 / Allergic warnings: Gluten (if using bread), dairy, eggs / Origin country: N/A
"|breakfast|None|-1.0|
 Fruit salad with yogurt and honey - Calories|"64. Fruit salad with yogurt and honey - Calories: 200 per portion / Portions: 1 / Allergic warnings: Dairy / Origin country: N/A
"|breakfast|None|-1.0|
 English muffin with smoked salmon and cream cheese - Calories|"65. English muffin with smoked salmon and cream cheese - Calories: 450 per portion / Portions: 1 / Allergic warnings: Gluten, dairy, fish / Origin country: United Kingdom
"|breakfast|None|-1.0|
 Vegan banana bread - Calories|"66. Vegan banana bread - Calories: 200 per portion / Portions: 1 / Allergic warnings: Nuts / Origin country: N/A
"|breakfast|None|-1.0|
 Breakfast burrito with beans and salsa - Calories|"67. Breakfast burrito with beans and salsa - Calories: 400 per portion / Portions: 1 / Allergic warnings: Gluten (in tortilla) / Origin country: Mexico
"|breakfast|None|-1.0|
 Mushroom and Swiss cheese egg muffins - Calories|"68. Mushroom and Swiss cheese egg muffins - Calories: 250 per portion / Portions: 4 / Allergic warnings: Dairy, eggs / Origin country: N/A
"|breakfast|None|-1.0|
 Acai smoothie with almond butter and coconut - Calories|"69. Acai smoothie with almond butter and coconut - Calories: 350 per portion / Portions: 1 / Allergic warnings: Nuts (if using almond butter), coconut / Origin country: Brazil
"|breakfast|None|-1.0|
 Irish soda bread with butter and jam - Calories|"70. Irish soda bread with butter and jam - Calories: 400 per portion / Portions: 2 / Allergic warnings: Gluten, dairy / Origin country: Ireland
"|breakfast|None|-1.0|
 Zucchini and corn fritters - Calories|"71. Zucchini and corn fritters - Calories: 250 per portion / Portions: 2 / Allergic warnings: Gluten, eggs / Origin country: N/A
"|breakfast|None|-1.0|
 Greek yogurt with honey and walnuts - Calories|"72. Greek yogurt with honey and walnuts - Calories: 300 per portion / Portions: 1 / Allergic warnings: Nuts / Origin country: Greece
"|breakfast|None|-1.0|
 Breakfast bagel sandwich with egg and bacon - Calories|"73. Breakfast bagel sandwich with egg and bacon - Calories: 450 per portion / Portions: 1 / Allergic warnings: Gluten (in bagel), dairy, eggs / Origin country: N/A
"|breakfast|None|-1.0|
 Raspberry almond chia seed pudding - Calories|"74. Raspberry almond chia seed pudding - Calories: 250 per portion / Portions: 1 / Allergic warnings: Nuts (if using almond milk), almonds / Origin country: N/A
"|breakfast|None|-1.0|
 English breakfast toastie with sausage and eggs - Calories|"75. English breakfast toastie with sausage and eggs - Calories: 500 per portion / Portions: 1 / Allergic warnings: Gluten (in bread), dairy, eggs / Origin country: United Kingdom
"|breakfast|None|-1.0|
 Spinach and mushroom breakfast quesadilla - Calories|"76. Spinach and mushroom breakfast quesadilla - Calories: 350 per portion / Portions: 1 / Allergic warnings: Gluten (in tortilla) / Origin country: N/A
"|breakfast|None|-1.0|
 Pancake bites with maple syrup - Calories|"77. Pancake bites with maple syrup - Calories: 300 per portion / Portions: 2 / Allergic warnings: Gluten, dairy, eggs / Origin country: N/A
"|breakfast|None|-1.0|
 Mixed berry chia smoothie - Calories|"78. Mixed berry chia smoothie - Calories: 250 per portion / Portions: 1 / Allergic warnings: Nuts (if using nut butter) / Origin country: N/A
"|breakfast|None|-1.0|
 Italian-style breakfast sandwich with prosciutto and mozzarella - Calories|"79. Italian-style breakfast sandwich with prosciutto and mozzarella - Calories: 400 per portion / Portions: 1 / Allergic warnings: Gluten (if using bread), dairy / Origin country: Italy
"|breakfast|None|-1.0|
 Apple cinnamon quinoa muffins - Calories|"80. Apple cinnamon quinoa muffins - Calories: 250 per portion / Portions: 2 / Allergic warnings: Gluten / Origin country: N/A
"|breakfast|None|-1.0|
 Breakfast fried rice with veggies and eggs - Calories|"81. Breakfast fried rice with veggies and eggs - Calories: 400 per portion / Portions: 1 / Allergic warnings: N/A / Origin country: China
"|breakfast|None|-1.0|
 Vegan chocolate protein smoothie - Calories|"82. Vegan chocolate protein smoothie - Calories: 300 per portion / Portions: 1 / Allergic warnings: Nuts (if using nut butter), soy (if using protein powder) / Origin country: N/A
"|breakfast|None|-1.0|
 Dutch baby pancake with berries and whipped cream - Calories|"83. Dutch baby pancake with berries and whipped cream - Calories: 450 per portion / Portions: 2 / Allergic warnings: Gluten, dairy, eggs / Origin country: Germany/Netherlands
"|breakfast|None|-1.0|
 Quinoa breakfast muffins with vegetables - Calories|"84. Quinoa breakfast muffins with vegetables - Calories: 200 per portion / Portions: 2 / Allergic warnings: N/A / Origin country: N/A
"|breakfast|None|-1.0|
 Avocado and egg breakfast wrap - Calories|"85. Avocado and egg breakfast wrap - Calories: 350 per portion / Portions: 1 / Allergic warnings: Gluten (in tortilla), eggs / Origin country: N/A
"|breakfast|None|-1.0|
 Sausage, egg, and cheese breakfast casserole - Calories|"86. Sausage, egg, and cheese breakfast casserole - Calories: 400 per portion / Portions: 1 / Allergic warnings: Dairy, eggs / Origin country: N/A
"|breakfast|None|-1.0|
 Yogurt parfait with homemade granola - Calories|"87. Yogurt parfait with homemade granola - Calories: 300 per portion / Portions: 1 / Allergic warnings: Nuts (in granola), dairy / Origin country: N/A
"|breakfast|None|-1.0|
 Smoked salmon and cream cheese scrambled eggs - Calories|"88. Smoked salmon and cream cheese scrambled eggs - Calories: 400 per portion / Portions: 1 / Allergic warnings: Dairy, eggs, fish / Origin country: N/A
"|breakfast|None|-1.0|
 Vegan banana pancakes with peanut butter drizzle - Calories|"89. Vegan banana pancakes with peanut butter drizzle - Calories: 350 per portion / Portions: 2 / Allergic warnings: Nuts (if using peanut butter), gluten (if using non-gluten-free flour) / Origin country: N/A
"|breakfast|None|-1.0|
 Mediterranean-style frittata with olives and feta - Calories|"90. Mediterranean-style frittata with olives and feta - Calories: 300 per portion / Portions: 4 / Allergic warnings: Dairy, eggs / Origin country: Greece
"|breakfast|None|-1.0|
 Overnight chia seed pudding with mango and coconut - Calories|"91. Overnight chia seed pudding with mango and coconut - Calories: 300 per portion / Portions: 1 / Allergic warnings: Nuts (if using nut milk), coconut / Origin country: N/A
"|breakfast|None|-1.0|
 English muffin breakfast pizza with bacon and eggs - Calories|"92. English muffin breakfast pizza with bacon and eggs - Calories: 400 per portion / Portions: 1 / Allergic warnings: Gluten (in muffin), eggs, dairy / Origin country: United Kingdom
"|breakfast|None|-1.0|
 Berry almond smoothie - Calories|"93. Berry almond smoothie - Calories: 250 per portion / Portions: 1 / Allergic warnings: Nuts, dairy (if using cow's milk or yogurt) / Origin country: N/A
"|breakfast|None|-1.0|
 Irish mixed grill with black and white pudding - Calories|"94. Irish mixed grill with black and white pudding - Calories: 600 per portion / Portions: 1 / Allergic warnings: Gluten, dairy, eggs / Origin country: Ireland
"|breakfast|None|-1.0|
 Overnight oats with peanut butter and chocolate chips - Calories|"95. Overnight oats with peanut butter and chocolate chips - Calories: 350 per portion / Portions: 1 / Allergic warnings: Nuts (if using peanut butter) / Origin country: N/A
"|breakfast|None|-1.0|
 Cottage cheese and fruit stuffed crepes - Calories|"96. Cottage cheese and fruit stuffed crepes - Calories: 400 per portion / Portions: 2 / Allergic warnings: Gluten, dairy, eggs / Origin country: France
"|breakfast|None|-1.0|
 Canadian bacon and egg McMuffin - Calories|"97. Canadian bacon and egg McMuffin - Calories: 400 per portion / Portions: 1 / Allergic warnings: Gluten (in muffin), dairy / Origin country: Canada
"|breakfast|None|-1.0|
 Quinoa breakfast bowl with roasted vegetables - Calories|"98. Quinoa breakfast bowl with roasted vegetables - Calories: 350 per portion / Portions: 1 / Allergic warnings: N/A / Origin country: N/A
"|breakfast|None|-1.0|
 Caprese omelette with tomatoes, mozzarella, and basil - Calories|"99. Caprese omelette with tomatoes, mozzarella, and basil - Calories: 300 per portion / Portions: 1 / Allergic warnings: Dairy, eggs / Origin country: Italy
"|breakfast|None|-1.0|
 Peanut butter banana chia seed pudding - Calories|100. Peanut butter banana chia seed pudding - Calories: 300 per portion / Portions: 1 / Allergic warnings: Nuts (if using peanut butter) / Origin country: N/A|breakfast|None|-1.0|
 Scrambled Eggs|"1. Scrambled Eggs:
- Calories per portion: 90 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Yogurt Parfait|"2. Yogurt Parfait:
- Calories per portion: 150 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Avocado Toast|"3. Avocado Toast:
- Calories per portion: 250 kcal
- Total portions: 1
- Origin: United States

"|morning snacks|None|-1.0|
 Oatmeal with Berries|"4. Oatmeal with Berries:
- Calories per portion: 180 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Greek Yogurt with Honey|"5. Greek Yogurt with Honey:
- Calories per portion: 120 kcal
- Total portions: 1
- Origin: Greece

"|morning snacks|None|-1.0|
 Banana Pancakes|"6. Banana Pancakes:
- Calories per portion: 180 kcal
- Total portions: 2
- Origin: N/A

"|morning snacks|None|-1.0|
 Chia Pudding|"7. Chia Pudding:
- Calories per portion: 150 kcal
- Total portions: 1
- Origin: Mexico

"|morning snacks|None|-1.0|
 Cottage Cheese and Tomato|"8. Cottage Cheese and Tomato:
- Calories per portion: 100 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Fruit Salad|"9. Fruit Salad:
- Calories per portion: 80 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Energy Balls|"10. Energy Balls:
- Calories per portion: 100 kcal
- Total portions: 2
- Origin: N/A

"|morning snacks|None|-1.0|
 French Toast|"11. French Toast:
- Calories per portion: 250 kcal
- Total portions: 2
- Origin: France

"|morning snacks|None|-1.0|
 Smoothie Bowl|"12. Smoothie Bowl:
- Calories per portion: 250 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Peanut Butter Toast|"13. Peanut Butter Toast:
- Calories per portion: 200 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Quinoa Breakfast Bowl|"14. Quinoa Breakfast Bowl:
- Calories per portion: 300 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Muffins|"15. Muffins:
- Calories per portion: 180 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Mini Frittatas|"16. Mini Frittatas:
- Calories per portion: 120 kcal
- Total portions: 2
- Origin: N/A

"|morning snacks|None|-1.0|
 Scones|"17. Scones:
- Calories per portion: 250 kcal
- Total portions: 1
- Origin: United Kingdom

"|morning snacks|None|-1.0|
 Breakfast Burrito|"18. Breakfast Burrito:
- Calories per portion: 350 kcal
- Total portions: 1
- Origin: United States

"|morning snacks|None|-1.0|
 Cereal with Milk|"19. Cereal with Milk:
- Calories per portion: 200 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Apple slices with Almond Butter|"20. Apple slices with Almond Butter:
- Calories per portion: 150 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Egg Muffins|"21. Egg Muffins:
- Calories per portion: 100 kcal
- Total portions: 2
- Origin: N/A

"|morning snacks|None|-1.0|
 Granola Bars|"22. Granola Bars:
- Calories per portion: 150 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Scrambled Tofu|"23. Scrambled Tofu:
- Calories per portion: 180 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Breakfast Quesadilla|"24. Breakfast Quesadilla:
- Calories per portion: 300 kcal
- Total portions: 1
- Origin: Mexico

"|morning snacks|None|-1.0|
 Overnight Oats|"25. Overnight Oats:
- Calories per portion: 250 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Pancakes with Maple Syrup|"26. Pancakes with Maple Syrup:
- Calories per portion: 300 kcal
- Total portions: 2
- Origin: N/A

"|morning snacks|None|-1.0|
 Waffles with Fruit|"27. Waffles with Fruit:
- Calories per portion: 400 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Nutella Toast|"28. Nutella Toast:
- Calories per portion: 250 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Breakfast Wrap|"29. Breakfast Wrap:
- Calories per portion: 400 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Bagel with Cream Cheese|"30. Bagel with Cream Cheese:
- Calories per portion: 350 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Spinach and Mushroom Omelette|"31. Spinach and Mushroom Omelette:
- Calories per portion: 200 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Danish Pastries|"32. Danish Pastries:
- Calories per portion: 350 kcal
- Total portions: 1
- Origin: Denmark

"|morning snacks|None|-1.0|
 Sausage and Egg Biscuit|"33. Sausage and Egg Biscuit:
- Calories per portion: 400 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Cinnamon Rolls|"34. Cinnamon Rolls:
- Calories per portion: 300 kcal
- Total portions: 1
- Origin: Sweden

"|morning snacks|None|-1.0|
 Breakfast Pizza|"35. Breakfast Pizza:
- Calories per portion: 400 kcal
- Total portions: 1
- Origin: United States

"|morning snacks|None|-1.0|
 English Breakfast|"36. English Breakfast:
- Calories per portion: 600 kcal
- Total portions: 1
- Origin: United Kingdom

"|morning snacks|None|-1.0|
 Quiche|"37. Quiche:
- Calories per portion: 400 kcal
- Total portions: 1
- Origin: France

"|morning snacks|None|-1.0|
 Fritters|"38. Fritters:
- Calories per portion: 250 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Cereal Bars|"39. Cereal Bars:
- Calories per portion: 200 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Shakshuka|"40. Shakshuka:
- Calories per portion: 300 kcal
- Total portions: 1
- Origin: Israel

"|morning snacks|None|-1.0|
 Blueberry Muffins|"41. Blueberry Muffins:
- Calories per portion: 180 kcal
- Total portions: 1
- Origin: United States

"|morning snacks|None|-1.0|
 Cheese and Ham Croissant|"42. Cheese and Ham Croissant:
- Calories per portion: 450 kcal
- Total portions: 1
- Origin: France

"|morning snacks|None|-1.0|
 Breakfast Tacos|"43. Breakfast Tacos:
- Calories per portion: 300 kcal
- Total portions: 1
- Origin: Mexico

"|morning snacks|None|-1.0|
 Cinnamon French Toast|"44. Cinnamon French Toast:
- Calories per portion: 350 kcal
- Total portions: 2
- Origin: France

"|morning snacks|None|-1.0|
 Beignets|"45. Beignets:
- Calories per portion: 300 kcal
- Total portions: 1
- Origin: France

"|morning snacks|None|-1.0|
 Paratha|"46. Paratha:
- Calories per portion: 200 kcal
- Total portions: 1
- Origin: India

"|morning snacks|None|-1.0|
 Croque Monsieur|"47. Croque Monsieur:
- Calories per portion: 400 kcal
- Total portions: 1
- Origin: France

"|morning snacks|None|-1.0|
 Bruschetta with Tomato and Basil|"48. Bruschetta with Tomato and Basil:
- Calories per portion: 150 kcal
- Total portions: 1
- Origin: Italy

"|morning snacks|None|-1.0|
 Bagel and Lox|"49. Bagel and Lox:
- Calories per portion: 450 kcal
- Total portions: 1
- Origin: United States

"|morning snacks|None|-1.0|
 Pita Bread with Hummus|"50. Pita Bread with Hummus:
- Calories per portion: 250 kcal
- Total portions: 1
- Origin: Middle East

"|morning snacks|None|-1.0|
 Patatas Bravas|"51. Patatas Bravas:
- Calories per portion: 300 kcal
- Total portions: 1
- Origin: Spain

"|morning snacks|None|-1.0|
 Bacon and Egg Sandwich|"52. Bacon and Egg Sandwich:
- Calories per portion: 500 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Sourdough Toast with Jam|"53. Sourdough Toast with Jam:
- Calories per portion: 200 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Veggie Breakfast Burrito|"54. Veggie Breakfast Burrito:
- Calories per portion: 400 kcal
- Total portions: 1
- Origin: United States

"|morning snacks|None|-1.0|
 Cheese Straws|"55. Cheese Straws:
- Calories per portion: 250 kcal
- Total portions: 1
- Origin: United Kingdom

"|morning snacks|None|-1.0|
 Roasted Chickpeas|"56. Roasted Chickpeas:
- Calories per portion: 150 kcal
- Total portions: 1
- Origin: Middle East

"|morning snacks|None|-1.0|
 Egg and Bacon Pie|"57. Egg and Bacon Pie:
- Calories per portion: 400 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Porridge|"58. Porridge:
- Calories per portion: 200 kcal
- Total portions: 1
- Origin: United Kingdom

"|morning snacks|None|-1.0|
 Stuffed Croissant|"59. Stuffed Croissant:
- Calories per portion: 350 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Egg Salad Sandwich|"60. Egg Salad Sandwich:
- Calories per portion: 300 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Cheddar Biscuits|"61. Cheddar Biscuits:
- Calories per portion: 200 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Zucchini Bread|"62. Zucchini Bread:
- Calories per portion: 250 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Huevos Rancheros|"63. Huevos Rancheros:
- Calories per portion: 350 kcal
- Total portions: 1
- Origin: Mexico

"|morning snacks|None|-1.0|
 Frittata Muffins|"64. Frittata Muffins:
- Calories per portion: 150 kcal
- Total portions: 2
- Origin: N/A

"|morning snacks|None|-1.0|
 Danish Pastries|"65. Danish Pastries:
- Calories per portion: 400 kcal
- Total portions: 1
- Origin: Denmark

"|morning snacks|None|-1.0|
 Morning Glory Muffins|"66. Morning Glory Muffins:
- Calories per portion: 200 kcal
- Total portions: 1
- Origin: United States

"|morning snacks|None|-1.0|
 Shakshuka|"67. Shakshuka:
- Calories per portion: 300 kcal
- Total portions: 1
- Origin: Israel

"|morning snacks|None|-1.0|
 Blueberry Pancakes|"68. Blueberry Pancakes:
- Calories per portion: 350 kcal
- Total portions: 2
- Origin: N/A

"|morning snacks|None|-1.0|
 Whole Wheat Banana Bread|"69. Whole Wheat Banana Bread:
- Calories per portion: 250 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Quiche Lorraine|"70. Quiche Lorraine:
- Calories per portion: 400 kcal
- Total portions: 1
- Origin: France

"|morning snacks|None|-1.0|
 Veggie Omelette|"71. Veggie Omelette:
- Calories per portion: 200 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Cereal with Almond Milk|"72. Cereal with Almond Milk:
- Calories per portion: 200 kcal
- Total portions: 1
- Origin: N/A

"|morning snacks|None|-1.0|
 Turkish Breakfast Platter|"73. Turkish Breakfast Platter:
- Calories per portion: 400 kcal
- Total portions: 1
- Origin: Turkey

"|morning snacks|None|-1.0|
