|title|raw_text|meal_type|cultural_restriction
64|" Stuffed acorn squash with quinoa and cranberries – 400 calories per portion, 4 portions, vegan-friendly
"|"65. Stuffed acorn squash with quinoa and cranberries – 400 calories per portion, 4 portions, vegan-friendly
"|dinner|kosher
65| Chicken shawarma with pita bread and tahini sauce – 600 calories per portion, 2 portions, contains poultry (origin|"66. Chicken shawarma with pita bread and tahini sauce – 600 calories per portion, 2 portions, contains poultry (origin: Middle East)
"|dinner|kosher
66| Eggplant and tomato pasta – 350 calories per portion, 3 portions, vegetarian-friendly (origin|"67. Eggplant and tomato pasta – 350 calories per portion, 3 portions, vegetarian-friendly (origin: Italy)
"|dinner|kosher
67| Fish and chips with tartar sauce – 500 calories per portion, 2 portions, contains fish (origin|"68. Fish and chips with tartar sauce – 500 calories per portion, 2 portions, contains fish (origin: United Kingdom)
"|dinner|kosher
68|" Vegan stuffed bell peppers with rice and beans – 380 calories per portion, 4 portions, vegan-friendly
"|"69. Vegan stuffed bell peppers with rice and beans – 380 calories per portion, 4 portions, vegan-friendly
"|dinner|kosher
69| Vegetable curry with coconut milk – 300 calories per portion, 4 portions, vegan-friendly (origin|"70. Vegetable curry with coconut milk – 300 calories per portion, 4 portions, vegan-friendly (origin: India)
"|dinner|kosher
70|" Lemon herb grilled chicken with roasted vegetables – 480 calories per portion, 3 portions, contains poultry
"|"71. Lemon herb grilled chicken with roasted vegetables – 480 calories per portion, 3 portions, contains poultry
"|dinner|kosher
71| Mediterranean quinoa salad – 350 calories per portion, 4 portions, vegan-friendly (origin|"72. Mediterranean quinoa salad – 350 calories per portion, 4 portions, vegan-friendly (origin: Mediterranean)
"|dinner|kosher
72| Sweet and sour tofu with jasmine rice – 380 calories per portion, 3 portions, vegan-friendly (origin|"73. Sweet and sour tofu with jasmine rice – 380 calories per portion, 3 portions, vegan-friendly (origin: China)
"|dinner|kosher
73| Beef stir-fry with peppers and noodles – 520 calories per portion, 2 portions (origin|"74. Beef stir-fry with peppers and noodles – 520 calories per portion, 2 portions (origin: China)
"|dinner|kosher
74|" Portobello mushroom burgers with sweet potato fries – 450 calories per portion, 4 portions, vegetarian-friendly
"|"75. Portobello mushroom burgers with sweet potato fries – 450 calories per portion, 4 portions, vegetarian-friendly
"|dinner|kosher
75| Vegan tikka masala with basmati rice – 400 calories per portion, 4 portions, vegan-friendly (origin|"76. Vegan tikka masala with basmati rice – 400 calories per portion, 4 portions, vegan-friendly (origin: India)
"|dinner|kosher
76|" Herb-crusted baked fish with roasted vegetables – 400 calories per portion, 2 portions, contains fish
"|"77. Herb-crusted baked fish with roasted vegetables – 400 calories per portion, 2 portions, contains fish
"|dinner|kosher
77|" Cucumber, tomato, and red onion salad – 200 calories per portion, 4 portions, vegan-friendly
"|"78. Cucumber, tomato, and red onion salad – 200 calories per portion, 4 portions, vegan-friendly
"|dinner|kosher
78|" Orange glazed chicken with quinoa and steamed broccoli – 550 calories per portion, 2 portions, contains poultry
"|"79. Orange glazed chicken with quinoa and steamed broccoli – 550 calories per portion, 2 portions, contains poultry
"|dinner|kosher
79| Vegetarian fajitas with peppers and onions – 350 calories per portion, 4 portions, vegan-friendly (origin|"80. Vegetarian fajitas with peppers and onions – 350 calories per portion, 4 portions, vegan-friendly (origin: Mexico)
"|dinner|kosher
80| Beef and vegetable stir-fry with udon noodles – 550 calories per portion, 2 portions (origin|"81. Beef and vegetable stir-fry with udon noodles – 550 calories per portion, 2 portions (origin: Japan)
"|dinner|kosher
81|" Caprese quinoa salad – 320 calories per portion, 4 portions, contains dairy
"|"82. Caprese quinoa salad – 320 calories per portion, 4 portions, contains dairy
"|dinner|kosher
82|" Stuffed portobello mushrooms with spinach and feta – 280 calories per portion, 3 portions, vegetarian-friendly
"|"83. Stuffed portobello mushrooms with spinach and feta – 280 calories per portion, 3 portions, vegetarian-friendly
"|dinner|kosher
83|" Lemon herb grilled salmon with quinoa and roasted vegetables – 450 calories per portion, 2 portions, contains fish
"|"84. Lemon herb grilled salmon with quinoa and roasted vegetables – 450 calories per portion, 2 portions, contains fish
"|dinner|kosher
84|" Three-bean chili with cornbread – 350 calories per portion, 4 portions, vegan-friendly
"|"85. Three-bean chili with cornbread – 350 calories per portion, 4 portions, vegan-friendly
"|dinner|kosher
85| Tofu and vegetable curry with basmati rice – 380 calories per portion, 3 portions, vegan-friendly (origin|"86. Tofu and vegetable curry with basmati rice – 380 calories per portion, 3 portions, vegan-friendly (origin: India)
"|dinner|kosher
86|" Honey lime chicken with couscous and roasted vegetables – 550 calories per portion, 2 portions, contains poultry
"|"87. Honey lime chicken with couscous and roasted vegetables – 550 calories per portion, 2 portions, contains poultry
"|dinner|kosher
87| Vegetable pad Thai with tofu – 400 calories per portion, 4 portions, vegan-friendly (origin|"88. Vegetable pad Thai with tofu – 400 calories per portion, 4 portions, vegan-friendly (origin: Thailand)
"|dinner|kosher
88| Ratatouille pasta with Parmesan – 380 calories per portion, 3 portions, vegetarian-friendly (origin|"89. Ratatouille pasta with Parmesan – 380 calories per portion, 3 portions, vegetarian-friendly (origin: France)
"|dinner|kosher
89|" Grilled shrimp skewers with quinoa and roasted vegetables – 450 calories per portion, 2 portions, contains shellfish
"|"90. Grilled shrimp skewers with quinoa and roasted vegetables – 450 calories per portion, 2 portions, contains shellfish
"|dinner|kosher
90| Eggplant and chickpea curry with naan bread – 380 calories per portion, 4 portions, vegan-friendly (origin|"91. Eggplant and chickpea curry with naan bread – 380 calories per portion, 4 portions, vegan-friendly (origin: India)
"|dinner|kosher
91|" Herb and lemon roasted chicken with mashed potatoes – 550 calories per portion, 3 portions, contains poultry
"|"92. Herb and lemon roasted chicken with mashed potatoes – 550 calories per portion, 3 portions, contains poultry
"|dinner|kosher
92|" Asian vegetable stir-fry with brown rice – 380 calories per portion, 2 portions, vegan-friendly
"|"93. Asian vegetable stir-fry with brown rice – 380 calories per portion, 2 portions, vegan-friendly
"|dinner|kosher
93| Beef and vegetable stir-fry with rice noodles – 520 calories per portion, 2 portions (origin|"94. Beef and vegetable stir-fry with rice noodles – 520 calories per portion, 2 portions (origin: China)
"|dinner|kosher
94|" Quinoa-stuffed bell peppers with black beans and corn – 380 calories per portion, 4 portions, vegan-friendly
"|"95. Quinoa-stuffed bell peppers with black beans and corn – 380 calories per portion, 4 portions, vegan-friendly
"|dinner|kosher
95| Greek salad with grilled shrimp – 400 calories per portion, 3 portions, contains shellfish (origin|"96. Greek salad with grilled shrimp – 400 calories per portion, 3 portions, contains shellfish (origin: Greece)
"|dinner|kosher
96| Lentil bolognese with spaghetti – 350 calories per portion, 4 portions, vegan-friendly (origin|"97. Lentil bolognese with spaghetti – 350 calories per portion, 4 portions, vegan-friendly (origin: Italy)
"|dinner|kosher
97|" Lemon garlic grilled tofu with quinoa and roasted vegetables – 380 calories per portion, 3 portions, vegan-friendly
"|"98. Lemon garlic grilled tofu with quinoa and roasted vegetables – 380 calories per portion, 3 portions, vegan-friendly
"|dinner|kosher
98| Chicken fajitas with peppers and onions – 450 calories per portion, 2 portions, contains poultry (origin|"99. Chicken fajitas with peppers and onions – 450 calories per portion, 2 portions, contains poultry (origin: Mexico)
"|dinner|kosher
99| Vegetable biryani with raita – 400 calories per portion, 4 portions, vegan-friendly (origin|"100. Vegetable biryani with raita – 400 calories per portion, 4 portions, vegan-friendly (origin: India)

Please note that these calorie estimates are approximate and may vary depending on specific ingredients and cooking methods used. It's always advisable to double-check the calorie content when following a specific dietary or weight management plan."|dinner|kosher
0|" Baked Salmon with Lemon and Dill
   Calories"|"1. Baked Salmon with Lemon and Dill
   Calories: 200 per portion
   Portions: 4
   Allergens: Fish
   Origin: -
   
"|dinner|kosher
1|" Teriyaki Chicken Stir-Fry
   Calories"|"2. Teriyaki Chicken Stir-Fry
   Calories: 350 per portion
   Portions: 2
   Allergens: Soy
   Origin: Japan

"|dinner|kosher
2|" Quinoa Stuffed Bell Peppers
   Calories"|"3. Quinoa Stuffed Bell Peppers
   Calories: 250 per portion
   Portions: 4
   Allergens: -
   Origin: -

"|dinner|kosher
3|" Moroccan Chickpea Stew
   Calories"|"4. Moroccan Chickpea Stew
   Calories: 300 per portion
   Portions: 6
   Allergens: -
   Origin: Morocco

"|dinner|kosher
4|" Greek Salad with Grilled Chicken
   Calories"|"5. Greek Salad with Grilled Chicken
   Calories: 400 per portion
   Portions: 2
   Allergens: Dairy (if using feta cheese)
   Origin: Greece

"|dinner|kosher
5|" Lentil Curry with Basmati Rice
   Calories"|"6. Lentil Curry with Basmati Rice
   Calories: 450 per portion
   Portions: 4
   Allergens: -
   Origin: India

"|dinner|kosher
6|" Sweet Potato and Black Bean Enchiladas
   Calories"|"7. Sweet Potato and Black Bean Enchiladas
   Calories: 350 per portion
   Portions: 6
   Allergens: -
   Origin: Mexico

"|dinner|kosher
7|" Oven-Baked Falafel with Tahini Sauce
   Calories"|"8. Oven-Baked Falafel with Tahini Sauce
   Calories: 300 per portion
   Portions: 4
   Allergens: Sesame
   Origin: Middle East

"|dinner|kosher
8|" Mushroom Risotto
   Calories"|"9. Mushroom Risotto
   Calories: 400 per portion
   Portions: 2
   Allergens: Dairy
   Origin: Italy

"|dinner|kosher
9|" Vegan Pad Thai
    Calories"|"10. Vegan Pad Thai
    Calories: 450 per portion
    Portions: 4
    Allergens: Peanuts, Soy
    Origin: Thailand

"|dinner|kosher
10|" Spaghetti Aglio e Olio
    Calories"|"11. Spaghetti Aglio e Olio
    Calories: 350 per portion
    Portions: 2
    Allergens: Gluten, Dairy
    Origin: Italy

"|dinner|kosher
11|" Roasted Vegetable and Quinoa Salad
    Calories"|"12. Roasted Vegetable and Quinoa Salad
    Calories: 300 per portion
    Portions: 4
    Allergens: -
    Origin: -

"|dinner|kosher
12|" Ratatouille
    Calories"|"13. Ratatouille
    Calories: 200 per portion
    Portions: 4
    Allergens: -
    Origin: France

"|dinner|kosher
13|" BBQ Tofu Skewers with Grilled Vegetables
    Calories"|"14. BBQ Tofu Skewers with Grilled Vegetables
    Calories: 250 per portion
    Portions: 4
    Allergens: Soy
    Origin: -

"|dinner|kosher
14|" Mexican Quinoa Stuffed Peppers
    Calories"|"15. Mexican Quinoa Stuffed Peppers
    Calories: 300 per portion
    Portions: 6
    Allergens: -
    Origin: Mexico

"|dinner|kosher
15|" Spinach and Feta Stuffed Chicken Breast
    Calories"|"16. Spinach and Feta Stuffed Chicken Breast
    Calories: 400 per portion
    Portions: 2
    Allergens: Dairy
    Origin: Greece

"|dinner|kosher
16|" Sushi Bowl with Tofu
    Calories"|"17. Sushi Bowl with Tofu
    Calories: 350 per portion
    Portions: 2
    Allergens: Soy, Fish
    Origin: Japan

"|dinner|kosher
17|" Vegetable Curry with Coconut Milk
    Calories"|"18. Vegetable Curry with Coconut Milk
    Calories: 300 per portion
    Portions: 4
    Allergens: -
    Origin: India

"|dinner|kosher
18|" Stuffed Portobello Mushrooms
    Calories"|"19. Stuffed Portobello Mushrooms
    Calories: 250 per portion
    Portions: 4
    Allergens: Dairy
    Origin: -

"|dinner|kosher
19|" Spanish Paella
    Calories"|"20. Spanish Paella
    Calories: 450 per portion
    Portions: 6
    Allergens: Shellfish
    Origin: Spain

"|dinner|kosher
20|" Cauliflower Fried Rice
    Calories"|"21. Cauliflower Fried Rice
    Calories: 350 per portion
    Portions: 2
    Allergens: Soy
    Origin: China

"|dinner|kosher
21|" Greek Lemon Roasted Potatoes
    Calories"|"22. Greek Lemon Roasted Potatoes
    Calories: 300 per portion
    Portions: 4
    Allergens: -
    Origin: Greece

"|dinner|kosher
22|" Vegan Chickpea Curry
    Calories"|"23. Vegan Chickpea Curry
    Calories: 400 per portion
    Portions: 4
    Allergens: -
    Origin: -

"|dinner|kosher
23|" Baked Ziti with Roasted Vegetables
    Calories"|"24. Baked Ziti with Roasted Vegetables
    Calories: 400 per portion
    Portions: 6
    Allergens: Gluten, Dairy
    Origin: Italy

"|dinner|kosher
24|" Vegetable Stir-Fry with Tofu
    Calories"|"25. Vegetable Stir-Fry with Tofu
    Calories: 350 per portion
    Portions: 2
    Allergens: Soy
    Origin: -

"|dinner|kosher
25|" Caprese Salad with Avocado
    Calories"|"26. Caprese Salad with Avocado
    Calories: 300 per portion
    Portions: 2
    Allergens: Dairy
    Origin: Italy

"|dinner|kosher
26|" Lentil and Vegetable Shepherd's Pie
    Calories"|"27. Lentil and Vegetable Shepherd's Pie
    Calories: 400 per portion
    Portions: 4
    Allergens: -
    Origin: -

"|dinner|kosher
27|" Moroccan Couscous with Roasted Vegetables
    Calories"|"28. Moroccan Couscous with Roasted Vegetables
    Calories: 350 per portion
    Portions: 4
    Allergens: -
    Origin: Morocco

"|dinner|kosher
28|" Vegan Sushi Rolls
    Calories"|"29. Vegan Sushi Rolls
    Calories: 350 per portion
    Portions: 6
    Allergens: Soy
    Origin: Japan

"|dinner|kosher
29|" Eggplant Parmesan
    Calories"|"30. Eggplant Parmesan
    Calories: 300 per portion
    Portions: 2
    Allergens: Gluten, Dairy
    Origin: Italy

"|dinner|kosher
30|" Thai Coconut Soup with Tofu
    Calories"|"31. Thai Coconut Soup with Tofu
    Calories: 400 per portion
    Portions: 4
    Allergens: Soy
    Origin: Thailand

"|dinner|kosher
31|" Stuffed Cabbage Rolls
    Calories"|"32. Stuffed Cabbage Rolls
    Calories: 350 per portion
    Portions: 6
    Allergens: -
    Origin: -
    
"|dinner|kosher
32|" Vegetable Lasagna
    Calories"|"33. Vegetable Lasagna
    Calories: 400 per portion
    Portions: 6
    Allergens: Gluten, Dairy
    Origin: Italy

"|dinner|kosher
33|" Chickpea and Spinach Curry
    Calories"|"34. Chickpea and Spinach Curry
    Calories: 350 per portion
    Portions: 4
    Allergens: -
    Origin: India

"|dinner|kosher
34|" Baked Falafel Wrap with Tahini Sauce
    Calories"|"35. Baked Falafel Wrap with Tahini Sauce
    Calories: 300 per portion
    Portions: 2
    Allergens: Sesame, Gluten
    Origin: Middle East

"|dinner|kosher
35|" Mexican Quinoa Salad with Cilantro-Lime Dressing
    Calories"|"36. Mexican Quinoa Salad with Cilantro-Lime Dressing
    Calories: 350 per portion
    Portions: 4
    Allergens: -
    Origin: Mexico
   
"|dinner|kosher
36|" Vegan Meatball Subs
    Calories"|"37. Vegan Meatball Subs
    Calories: 400 per portion
    Portions: 2
    Allergens: Gluten, Soy
    Origin: -
    
"|dinner|kosher
37|" Caprese Stuffed Portobello Mushrooms
    Calories"|"38. Caprese Stuffed Portobello Mushrooms
    Calories: 300 per portion
    Portions: 4
    Allergens: Dairy
    Origin: Italy

"|dinner|kosher
38|" Lentil Bolognese with Spaghetti
    Calories"|"39. Lentil Bolognese with Spaghetti
    Calories: 400 per portion
    Portions: 4
    Allergens: Gluten
    Origin: Italy

"|dinner|kosher
39|" Vegetable Stir-Fried Rice
    Calories"|"40. Vegetable Stir-Fried Rice
    Calories: 350 per portion
    Portions: 2
    Allergens: Soy
    Origin: China

"|dinner|kosher
40|" Greek Chickpea Salad
    Calories"|"41. Greek Chickpea Salad
    Calories: 300 per portion
    Portions: 4
    Allergens: -
    Origin: Greece

"|dinner|kosher
41|" Soba Noodle Stir-Fry with Tofu
    Calories"|"42. Soba Noodle Stir-Fry with Tofu
    Calories: 400 per portion
    Portions: 4
    Allergens: Gluten, Soy
    Origin: Japan

"|dinner|kosher
42|" Stuffed Mushrooms with Spinach and Cheese
    Calories"|"43. Stuffed Mushrooms with Spinach and Cheese
    Calories: 350 per portion
    Portions: 2
    Allergens: Dairy
    Origin: -

"|dinner|kosher
43|" Moroccan Spiced Vegetable Tagine
    Calories"|"44. Moroccan Spiced Vegetable Tagine
    Calories: 300 per portion
    Portions: 4
    Allergens: -
    Origin: Morocco

"|dinner|kosher
44|" Quinoa and Black Bean Burgers
    Calories"|"45. Quinoa and Black Bean Burgers
    Calories: 400 per portion
    Portions: 4
    Allergens: Gluten
    Origin: -

"|dinner|kosher
45|" Spinach and Ricotta Stuffed Shells
    Calories"|"46. Spinach and Ricotta Stuffed Shells
    Calories: 350 per portion
    Portions: 2
    Allergens: Gluten, Dairy
    Origin: Italy

"|dinner|kosher
46|" Thai Pineapple Fried Rice
    Calories"|"47. Thai Pineapple Fried Rice
    Calories: 400 per portion
    Portions: 4
    Allergens: Soy
    Origin: Thailand

"|dinner|kosher
47|" Vegetarian Chili with Cornbread
    Calories"|"48. Vegetarian Chili with Cornbread
    Calories: 350 per portion
    Portions: 6
    Allergens: Gluten
    Origin: -

"|dinner|kosher
48|" Israeli Couscous Salad
    Calories"|"49. Israeli Couscous Salad
    Calories: 300 per portion
    Portions: 4
    Allergens: Gluten
    Origin: Israel

"|dinner|kosher
49|" Ratatouille-Stuffed Zucchini Boats
    Calories"|"50. Ratatouille-Stuffed Zucchini Boats
    Calories: 350 per portion
    Portions: 2
    Allergens: -
    Origin: France

"|dinner|kosher
50|" Quinoa and Vegetable Sushi Rolls
    Calories"|"51. Quinoa and Vegetable Sushi Rolls
    Calories: 350 per portion
    Portions: 6
    Allergens: Soy
    Origin: Japan

"|dinner|kosher
51|" Mushroom and Spinach Frittata
    Calories"|"52. Mushroom and Spinach Frittata
    Calories: 300 per portion
    Portions: 2
    Allergens: Dairy
    Origin: -

"|dinner|kosher
52|" Mexican Rice and Beans
    Calories"|"53. Mexican Rice and Beans
    Calories: 400 per portion
    Portions: 4
    Allergens: -
    Origin: Mexico

"|dinner|kosher
53|" Roasted Cauliflower and Chickpea Tacos
    Calories"|"54. Roasted Cauliflower and Chickpea Tacos
    Calories: 350 per portion
    Portions: 4
    Allergens: Gluten
    Origin: -

"|dinner|kosher
54|" Greek Lemon Potatoes
    Calories"|"55. Greek Lemon Potatoes
    Calories: 300 per portion
    Portions: 4
    Allergens: -
    Origin: Greece

"|dinner|kosher
55|" Lentil and Vegetable Curry
    Calories"|"56. Lentil and Vegetable Curry
    Calories: 400 per portion
    Portions: 4
    Allergens: -
    Origin: India

"|dinner|kosher
56|" Butternut Squash Risotto
    Calories"|"57. Butternut Squash Risotto
    Calories: 350 per portion
    Portions: 2
    Allergens: Dairy
    Origin: Italy

"|dinner|kosher
57|" Tofu Pad Thai
    Calories"|"58. Tofu Pad Thai
    Calories: 400 per portion
    Portions: 4
    Allergens: Soy, Peanuts
    Origin: Thailand

"|dinner|kosher
58|" Stuffed Peppers with Quinoa and Black Beans
    Calories"|"59. Stuffed Peppers with Quinoa and Black Beans
    Calories: 350 per portion
    Portions: 4
    Allergens: -
    Origin: -

"|dinner|kosher
59|" Eggplant Parmesan Roll-Ups
    Calories"|"60. Eggplant Parmesan Roll-Ups
    Calories: 300 per portion
    Portions: 2
    Allergens: Gluten, Dairy
    Origin: Italy

"|dinner|kosher
60|" Coconut Curry Noodles with Vegetables
    Calories"|"61. Coconut Curry Noodles with Vegetables
    Calories: 400 per portion
    Portions: 4
    Allergens: Gluten, Soy
    Origin: Thailand

"|dinner|kosher
61|" Vegan Lentil Sloppy Joes
    Calories"|"62. Vegan Lentil Sloppy Joes
    Calories: 350 per portion
    Portions: 6
    Allergens: Gluten
    Origin: -

"|dinner|kosher
62|" Caprese Quinoa Salad
    Calories"|"63. Caprese Quinoa Salad
    Calories: 300 per portion
    Portions: 4
    Allergens: Dairy
    Origin: Italy

"|dinner|kosher
63|" Spinach and Mushroom Stir-Fry
    Calories"|"64. Spinach and Mushroom Stir-Fry
    Calories: 350 per portion
    Portions: 2
    Allergens: Soy
    Origin: -

"|dinner|kosher
64|" Mushroom Risotto-Stuffed Bell Peppers
    Calories"|"65. Mushroom Risotto-Stuffed Bell Peppers
    Calories: 400 per portion
    Portions: 4
    Allergens: Dairy
    Origin: Italy

"|dinner|kosher
65|" Thai Green Curry with Tofu
    Calories"|"66. Thai Green Curry with Tofu
    Calories: 350 per portion
    Portions: 4
    Allergens: Soy
    Origin: Thailand

"|dinner|kosher
66|" Quinoa-Stuffed Cabbage Rolls
    Calories"|"67. Quinoa-Stuffed Cabbage Rolls
    Calories: 400 per portion
    Portions: 6
    Allergens: -
    Origin: -

"|dinner|kosher
67|" Greek Orzo Salad
    Calories"|"68. Greek Orzo Salad
    Calories: 300 per portion
    Portions: 4
    Allergens: Gluten
    Origin: Greece

"|dinner|kosher
68|" Soba Noodles with Peanut Sauce
    Calories"|"69. Soba Noodles with Peanut Sauce
    Calories: 400 per portion
    Portions: 4
    Allergens: Gluten, Peanuts
    Origin: Japan

"|dinner|kosher
69|" Vegan Lentil Shepherd's Pie
    Calories"|"70. Vegan Lentil Shepherd's Pie
    Calories: 350 per portion
    Portions: 4
    Allergens: -
    Origin: -

"|dinner|kosher
70|" Eggplant Rollatini
    Calories"|"71. Eggplant Rollatini
    Calories: 300 per portion
    Portions: 2
    Allergens: Dairy
    Origin: Italy

"|dinner|kosher
71|" Mexican Quinoa Stuffed Acorn Squash
    Calories"|"72. Mexican Quinoa Stuffed Acorn Squash
    Calories: 400 per portion
    Portions: 4
    Allergens: -
    Origin: Mexico

"|dinner|kosher
72|" Roasted Vegetable Pasta
    Calories"|"73. Roasted Vegetable Pasta
    Calories: 350 per portion
    Portions: 4
    Allergens: Gluten
    Origin: Italy

"|dinner|kosher
73|" Greek Lemon Rice with Chickpeas
    Calories"|"74. Greek Lemon Rice with Chickpeas
    Calories: 300 per portion
    Portions: 4
    Allergens: -
    Origin: Greece

"|dinner|kosher
74|" Tofu Teriyaki Lettuce Wraps
    Calories"|"75. Tofu Teriyaki Lettuce Wraps
    Calories: 400 per portion
    Portions: 4
    Allergens: Soy
    Origin: Japan

"|dinner|kosher
75|" Lentil and Vegetable Pot Pie
    Calories"|"76. Lentil and Vegetable Pot Pie
    Calories: 350 per portion
    Portions: 6
    Allergens: Gluten
    Origin: -

"|dinner|kosher
76|" Caprese Stuffed Zucchini Boats
    Calories"|"77. Caprese Stuffed Zucchini Boats
    Calories: 300 per portion
    Portions: 4
    Allergens: Dairy
    Origin: Italy

"|dinner|kosher
77|" Mexican Quinoa Skillet
    Calories"|"78. Mexican Quinoa Skillet
    Calories: 400 per portion
    Portions: 4
    Allergens: -
    Origin: Mexico

"|dinner|kosher
78|" Stir-Fried Udon Noodles with Vegetables
    Calories"|"79. Stir-Fried Udon Noodles with Vegetables
    Calories: 350 per portion
    Portions: 4
    Allergens: Gluten, Soy
    Origin: China

"|dinner|kosher
79|" Vegetable Curry with Naan Bread
    Calories"|"80. Vegetable Curry with Naan Bread
    Calories: 400 per portion
    Portions: 4
    Allergens: Gluten
    Origin: India

"|dinner|kosher
80|" Spinach and Feta Stuffed Mushrooms
    Calories"|"81. Spinach and Feta Stuffed Mushrooms
    Calories: 350 per portion
    Portions: 2
    Allergens: Dairy
    Origin: -

"|dinner|kosher
81|" Thai Red Curry with Tofu
    Calories"|"82. Thai Red Curry with Tofu
    Calories: 400 per portion
    Portions: 4
    Allergens: Soy
    Origin: Thailand

"|dinner|kosher
82|" Quinoa-Stuffed Tomatoes
    Calories"|"83. Quinoa-Stuffed Tomatoes
    Calories: 350 per portion
    Portions: 4
    Allergens: -
    Origin: -

"|dinner|kosher
83|" Greek Spinach Pie (Spanakopita)
    Calories"|"84. Greek Spinach Pie (Spanakopita)
    Calories: 300 per portion
    Portions: 2
    Allergens: Dairy
    Origin: Greece

"|dinner|kosher
84|" Soba Noodle Salad with Peanut Dressing
    Calories"|"85. Soba Noodle Salad with Peanut Dressing
    Calories: 400 per portion
    Portions: 4
    Allergens: Gluten, Peanuts
    Origin: Japan

"|dinner|kosher
85|" Lentil and Mushroom Bolognese
    Calories"|"86. Lentil and Mushroom Bolognese
    Calories: 350 per portion
    Portions: 4
    Allergens: Gluten
    Origin: Italy

"|dinner|kosher
86|" Mexican Quinoa Stuffed Zucchini
    Calories"|"87. Mexican Quinoa Stuffed Zucchini
    Calories: 400 per portion
    Portions: 4
    Allergens: -
    Origin: Mexico

"|dinner|kosher
87|" Roasted Vegetable and Goat Cheese Pizza
    Calories"|"88. Roasted Vegetable and Goat Cheese Pizza
    Calories: 350 per portion
    Portions: 2
    Allergens: Gluten, Dairy
    Origin: Italy

"|dinner|kosher
88|" Vegan Massaman Curry
    Calories"|"89. Vegan Massaman Curry
    Calories: 400 per portion
    Portions: 4
    Allergens: Peanuts
    Origin: Thailand

"|dinner|kosher
89|" Stuffed Bell Peppers with Rice and Beans
    Calories"|"90. Stuffed Bell Peppers with Rice and Beans
    Calories: 350 per portion
    Portions: 4
    Allergens: -
    Origin: -

"|dinner|kosher
90|" Eggplant Parmesan Pizza
    Calories"|"91. Eggplant Parmesan Pizza
    Calories: 300 per portion
    Portions: 2
    Allergens: Gluten, Dairy
    Origin: Italy

"|dinner|kosher
91|" Thai Pineapple Curry with Tofu
    Calories"|"92. Thai Pineapple Curry with Tofu
    Calories: 400 per portion
    Portions: 4
    Allergens: Soy
    Origin: Thailand

"|dinner|kosher
92|" Quinoa-Stuffed Mushrooms
    Calories"|"93. Quinoa-Stuffed Mushrooms
    Calories: 350 per portion
    Portions: 4
    Allergens: -
    Origin: -

"|dinner|kosher
93|" Greek Moussaka
    Calories"|"94. Greek Moussaka
    Calories: 300 per portion
    Portions: 2
    Allergens: Dairy
    Origin: Greece

"|dinner|kosher
94|" Vegetable Lo Mein
    Calories"|"95. Vegetable Lo Mein
    Calories: 400 per portion
    Portions: 4
    Allergens: Gluten, Soy
    Origin: China

"|dinner|kosher
95|" Vegan Lentil Tacos
    Calories"|"96. Vegan Lentil Tacos
    Calories: 350 per portion
    Portions: 6
    Allergens: -
    Origin: -

"|dinner|kosher
96|" Caprese Quinoa Stuffed Peppers
    Calories"|"97. Caprese Quinoa Stuffed Peppers
    Calories: 300 per portion
    Portions: 4
    Allergens: Dairy
    Origin: Italy

"|dinner|kosher
97|" Moroccan Lentil Soup
    Calories"|"98. Moroccan Lentil Soup
    Calories: 400 per portion
    Portions: 4
    Allergens: -
    Origin: Morocco

"|dinner|kosher
98|" Vegetable Noodle Stir-Fry
    Calories"|"99. Vegetable Noodle Stir-Fry
    Calories: 350 per portion
    Portions: 4
    Allergens: Gluten, Soy
    Origin: -

"|dinner|kosher
99|" Ratatouille Pizza
     Calories"|"100. Ratatouille Pizza
     Calories: 300 per portion
     Portions: 2
     Allergens: Gluten, Dairy
     Origin: France

Please note that the portion sizes and calorie counts are approximate estimates and can vary depending on ingredients and cooking methods."|dinner|kosher
0|" Roasted Vegetable Quinoa Salad - 200kcal per portion, 4 portions
   - Allergic warnings"|"1. Roasted Vegetable Quinoa Salad - 200kcal per portion, 4 portions
   - Allergic warnings: None
   - Origin: Unknown

"|dinner|kosher
1|" Falafel Pita Sandwich - 300kcal per portion, 2 portions
   - Allergic warnings"|"2. Falafel Pita Sandwich - 300kcal per portion, 2 portions
   - Allergic warnings: Gluten (if using pita bread)
   - Origin: Israel

"|dinner|kosher
2|" Cauliflower Rice Stir Fry - 150kcal per portion, 4 portions
   - Allergic warnings"|"3. Cauliflower Rice Stir Fry - 150kcal per portion, 4 portions
   - Allergic warnings: None
   - Origin: Unknown

"|dinner|kosher
3|" Mediterranean Stuffed Bell Peppers - 250kcal per portion, 4 portions
   - Allergic warnings"|"4. Mediterranean Stuffed Bell Peppers - 250kcal per portion, 4 portions
   - Allergic warnings: None
   - Origin: Mediterranean

"|dinner|kosher
4|" Grilled Lemon Herb Chicken - 300kcal per portion, 2 portions
   - Allergic warnings"|"5. Grilled Lemon Herb Chicken - 300kcal per portion, 2 portions
   - Allergic warnings: None
   - Origin: Unknown

"|dinner|kosher
5|" Shakshuka - 250kcal per portion, 2 portions
   - Allergic warnings"|"6. Shakshuka - 250kcal per portion, 2 portions
   - Allergic warnings: None
   - Origin: Israel

"|dinner|kosher
