title|raw_text|meal_type|cultural_restriction|calories|allergies|recipeId|ingredients|preparation|Carbohydrates|Protein|Fat|Fiber
"16. argentine choripán
"|"16. Argentine Choripán
Ingredients:
- 4 chorizo sausages
- 4 crusty rolls
- Chimichurri sauce (parsley, garlic, vinegar, oil, oregano, red pepper flakes)
- Grilled onions (optional)

Preparation:
1. Grill the chorizo sausages until cooked through and slightly charred.
2. Toast the crusty rolls on the grill.
3. Place a grilled chorizo sausage in each roll.
4. Top with chimichurri sauce and grilled onions if desired.

Nutritional Information per 100g:
Carbohydrates: 4g
Protein: 16g
Fat: 28g
Fiber: 1g
Calories: 324 calories
Appropriate for: Lunch or Dinner"|lunch|None|1|||"ingredients:
- 4 chorizo sausages
- 4 crusty rolls
- chimichurri sauce (parsley, garlic, vinegar, oil, oregano, red pepper flakes)
- grilled onions (optional)

"||100|4|16|28
"17. bolivian silpancho
"|"17. Bolivian Silpancho
Ingredients:
- 500g beef cutlet
- 2 cups cooked white rice
- 2 tomatoes, sliced
- 2 onions, thinly sliced
- 2 eggs, fried
- 1 avocado, sliced
- Oil for frying
- Salt and pepper to taste

Preparation:
1. Season the beef cutlet with salt and pepper.
2. In a skillet, heat the oil over medium-high heat.
3. Fry the cutlet until golden brown on both sides and cooked to desired doneness.
4. Place the cooked rice on a plate, followed by the beef cutlet.
5. Top with sliced tomatoes, onions, fried eggs, and avocado.

Nutritional Information per 100g:
Carbohydrates: 17g
Protein: 14g
Fat: 6g
Fiber: 1g
Calories: 180 calories
Appropriate for: Lunch or Dinner"|lunch|None|1|||"ingredients:
- 500g beef cutlet
- 2 cups cooked white rice
- 2 tomatoes, sliced
- 2 onions, thinly sliced
- 2 eggs, fried
- 1 avocado, sliced
- oil for frying
- salt and pepper to taste

"||100|17|14|6
"18. brazilian moqueca
"|"18. Brazilian Moqueca
Ingredients:
- 500g white fish fillets, cut into large pieces
- 1 onion, sliced
- 1 bell pepper, sliced
- 2 tomatoes, diced
- 2 cloves of garlic, minced
- 1 tablespoon lime juice
- 1/4 cup coconut milk
- 1 tablespoon dendê oil (palm oil)
- 1 tablespoon olive oil
- Salt and pepper to taste
- Cilantro for garnish
- Served with rice

Preparation:
1. In a large skillet, heat the olive oil over medium heat.
2. Sauté the onion, bell pepper, tomatoes, and garlic until softened.
3. Add the fish fillets, lime juice, coconut milk, dendê oil, salt, and pepper.
4. Cook for about 10 minutes, or until the fish is cooked through.
5. Garnish with cilantro and serve with rice.

Nutritional Information per 100g:
Carbohydrates: 2g
Protein: 8g
Fat: 10g
Fiber: 1g
Calories: 155 calories
Appropriate for: Lunch or Dinner"|lunch|None|1|||"ingredients:
- 500g white fish fillets, cut into large pieces
- 1 onion, sliced
- 1 bell pepper, sliced
- 2 tomatoes, diced
- 2 cloves of garlic, minced
- 1 tablespoon lime juice
- 1/4 cup coconut milk
- 1 tablespoon dendê oil (palm oil)
- 1 tablespoon olive oil
- salt and pepper to taste
- cilantro for garnish
- served with rice

"||100|2|8|10
"19. colombian sancocho
"|"19. Colombian Sancocho
Ingredients:
- 500g chicken drumsticks
- 2 plantains, peeled and sliced
- 2 ears of corn, cut into thirds
- 1 yuca root, peeled and cut into chunks
- 1 potato, peeled and diced
- 1 onion, diced
- 2 cloves of garlic, minced
- 1/2 teaspoon cumin
- 1/2 teaspoon oregano
- Salt and pepper to taste
- Cilantro for garnish
- Served with rice

Preparation:
1. In a large pot, add the chicken drumsticks, plantains, corn, yuca root, potato, onion, garlic, cumin, oregano, salt, and pepper.
2. Cover with water and bring to a boil.
3. Reduce heat and simmer for about 1.5-2 hours until the chicken is tender and flavors meld together.
4. Garnish with cilantro and serve with rice.

Nutritional Information per 100g:
Carbohydrates: 21g
Protein: 12g
Fat: 4g
Fiber: 2g
Calories: 146 calories
Appropriate for: Lunch or Dinner"|lunch|None|2|||"ingredients:
- 500g chicken drumsticks
- 2 plantains, peeled and sliced
- 2 ears of corn, cut into thirds
- 1 yuca root, peeled and cut into chunks
- 1 potato, peeled and diced
- 1 onion, diced
- 2 cloves of garlic, minced
- 1/2 teaspoon cumin
- 1/2 teaspoon oregano
- salt and pepper to taste
- cilantro for garnish
- served with rice

"||100|21|12|4
"20. venezuelan hallaca
"|"20. Venezuelan Hallaca
Ingredients:
Dough:
- 4 cups pre-cooked cornmeal
- 4 cups beef or pork broth
- 1/2 cup vegetable oil
- Salt to taste
Filling:
- 500g stewing beef, cooked and shredded
- 1/2 cup chopped onion
- 1/2 cup chopped bell pepper
- 1/4 cup raisins
- 1/4 cup sliced green olives
- 1/4 teaspoon ground cumin
- 1/4 teaspoon paprika
- Salt and pepper to taste
- Banana leaves for wrapping

Preparation:
1. In a large bowl, mix the pre-cooked cornmeal, broth, vegetable oil, and salt until a smooth dough forms.
2. In a skillet, sauté the shredded beef, onion, bell pepper, raisins, olives, cumin, paprika, salt, and pepper until the vegetables are tender.
3. Cut banana leaves into rectangular pieces.
4. Place a portion of the dough on each banana leaf and flatten.
5. Add a spoonful of the filling in the center, then fold the banana leaf to enclose the filling.
6. Tie the hallacas with string or wrap with extra banana leaf to secure.
7. Steam the hallacas for about 1-1.5 hours, or until the dough is cooked.

Nutritional Information per 100g:
Carbohydrates: 19g
Protein: 5g
Fat: 6g
Fiber: 2g
Calories: 150 calories
Appropriate for: Lunch or Dinner"|lunch|None|2|||"ingredients:
dough:
- 4 cups pre-cooked cornmeal
- 4 cups beef or pork broth
- 1/2 cup vegetable oil
- salt to taste
filling:
- 500g stewing beef, cooked and shredded
- 1/2 cup chopped onion
- 1/2 cup chopped bell pepper
- 1/4 cup raisins
- 1/4 cup sliced green olives
- 1/4 teaspoon ground cumin
- 1/4 teaspoon paprika
- salt and pepper to taste
- banana leaves for wrapping

"||100|19|5|6
"21. argentine matambre
"|"21. Argentine Matambre
Ingredients:
- 2 pounds flank steak
- 2 carrots, grated
- 2 hard-boiled eggs, chopped
- 2 tablespoons chopped parsley
- 2 cloves of garlic, minced
- Salt and pepper to taste
- Vegetable oil for brushing

Preparation:
1. Pound the flank steak to an even thickness.
2. Season the steak with salt and pepper.
3. Sprinkle grated carrots, chopped hard-boiled eggs, chopped parsley, and minced garlic evenly over the steak.
4. Roll the steak tightly and tie with kitchen twine.
5. Brush the steak with vegetable oil.
6. Grill or roast the steak in a preheated oven at 375°F for about 1-1.5 hours, or until cooked through.
7. Let the steak rest before slicing.

Nutritional Information per 100g:
Carbohydrates: 0g
Protein: 25g
Fat: 6g
Fiber: 0g
Calories: 173 calories
Appropriate for: Lunch or Dinner"|lunch|None|0|||"ingredients:
- 2 pounds flank steak
- 2 carrots, grated
- 2 hard-boiled eggs, chopped
- 2 tablespoons chopped parsley
- 2 cloves of garlic, minced
- salt and pepper to taste
- vegetable oil for brushing

"||100|0|25|6
"22. brazilian farofa
"|"22. Brazilian Farofa
Ingredients:
- 2 cups cassava flour
- 1/4 cup butter
- 1 onion, diced
- 2 cloves of garlic, minced
- Salt and pepper to taste
- 1 tablespoon chopped parsley

Preparation:
1. In a skillet, melt the butter over medium heat.
2. Add the onion and garlic, and sauté until golden brown.
3. Add the cassava flour and cook, stirring constantly, until lightly toasted.
4. Season with salt, pepper, and chopped parsley.
5. Remove from heat and let cool.

Nutritional Information per 100g:
Carbohydrates: 67g
Protein: 5g
Fat: 16g
Fiber: 8g
Calories: 380 calories
Appropriate for: Side dish for Lunch or Dinner"|lunch|None|8|||"ingredients:
- 2 cups cassava flour
- 1/4 cup butter
- 1 onion, diced
- 2 cloves of garlic, minced
- salt and pepper to taste
- 1 tablespoon chopped parsley

"||100|67|5|16
"23. peruvian anticuchos
"|"23. Peruvian Anticuchos
Ingredients:
- 500g beef heart, cut into small pieces
- 1/4 cup vinegar
- 2 tablespoons vegetable oil
- 2 cloves of garlic, minced
- 1 teaspoon cumin
- 1 teaspoon paprika
- Salt and pepper to taste
- Skewers for grilling

Preparation:
1. In a bowl, combine the vinegar, vegetable oil, minced garlic, cumin, paprika, salt, and pepper. Mix well.
2. Add the beef heart pieces to the marinade and let marinate for at least 1 hour.
3. Thread the marinated beef heart pieces onto skewers.
4. Grill the skewers over medium-high heat until cooked through and slightly charred, about 4-5 minutes per side.

Nutritional Information per 100g:
Carbohydrates: 0g
Protein: 15g
Fat: 15g
Fiber: 0g
Calories: 190 calories
Appropriate for: Lunch or Dinner"|lunch|None|0|||"ingredients:
- 500g beef heart, cut into small pieces
- 1/4 cup vinegar
- 2 tablespoons vegetable oil
- 2 cloves of garlic, minced
- 1 teaspoon cumin
- 1 teaspoon paprika
- salt and pepper to taste
- skewers for grilling

"||100|0|15|15
"24. colombian arequipe
"|"24. Colombian Arequipe
Ingredients:
- 2 cups milk
- 1 cup sugar
- 2 tablespoons cornstarch
- 1 teaspoon vanilla extract

Preparation:
1. In a saucepan, combine the milk, sugar, cornstarch, and vanilla extract.
2. Cook over medium heat, stirring constantly, until thickened.
3. Reduce heat to low and continue to cook for about 1-2 hours, stirring occasionally, until the mixture turns caramel-colored and thick.
4. Remove from heat and let cool before serving.

Nutritional Information per 100g:
Carbohydrates: 60g
Protein: 4g
Fat: 3g
Fiber: 0g
Calories: 290 calories
Appropriate for: Dessert or Snack"|breakfast;lunch;diner|None|0|||"ingredients:
- 2 cups milk
- 1 cup sugar
- 2 tablespoons cornstarch
- 1 teaspoon vanilla extract

"||100|60|4|3
"25. brazilian acarajé
"|"25. Brazilian Acarajé
Ingredients:
Dough:
- 2 cups black-eyed peas, soaked overnight
- 1 onion, diced
- 2 cloves of garlic, minced
- Salt to taste
Filling:
- Shrimp, cooked and peeled
- Diced tomatoes
- Diced onions
- Cilantro
- Pepper sauce
- Dendê oil (palm oil) for frying

Preparation:
1. Drain the soaked black-eyed peas and remove the skins.
2. In a blender or food processor, blend the black-eyed peas, diced onion, minced garlic, and salt until a smooth dough forms.
3. Roll the dough into small balls.
4. Heat the dendê oil in a skillet over medium heat.
5. Fry the dough balls in the hot oil until golden brown.
6. Slice each fried dough ball and fill with shrimp, diced tomatoes, diced onions, cilantro, and a drizzle of pepper sauce.

Nutritional Information per 100g:
Carbohydrates: 13g
Protein: 7g
Fat: 1g
Fiber: 3g
Calories: 80 calories
Appropriate for: Lunch or Dinner"|lunch|None|3|||"ingredients:
dough:
- 2 cups black-eyed peas, soaked overnight
- 1 onion, diced
- 2 cloves of garlic, minced
- salt to taste
filling:
- shrimp, cooked and peeled
- diced tomatoes
- diced onions
- cilantro
- pepper sauce
- dendê oil (palm oil) for frying

"||100|13|7|1
"1. recipe: brazilian feijoada
"|"1. Recipe: Brazilian Feijoada
Ingredients:
- 500g black beans
- 500g pork ribs
- 300g smoked sausage (linguica)
- 200g beef sirloin
- 1 onion, chopped
- 4 cloves of garlic, minced
- 2 bay leaves
- 1 tablespoon olive oil
- Salt and pepper to taste

Preparation:
1. Soak the black beans in water overnight, then drain and rinse.
2. In a large pot, add the drained beans, pork ribs, sausage, beef, onion, garlic, bay leaves, olive oil, and enough water to cover the ingredients.
3. Bring the mixture to a boil, then reduce heat to low. Simmer for about 2-3 hours until the beans are tender and the meat is cooked.
4. Remove the bay leaves and season with salt and pepper.
5. Serve hot with rice and orange slices.

Nutritional Information (per 100g): Carbohydrates: 16g, Protein: 7g, Fat: 5g, Fiber: 4g, Calories: 130
Appropriate for: Lunch or Dinner"|lunch|None|4|||"ingredients:
- 500g black beans
- 500g pork ribs
- 300g smoked sausage (linguica)
- 200g beef sirloin
- 1 onion, chopped
- 4 cloves of garlic, minced
- 2 bay leaves
- 1 tablespoon olive oil
- salt and pepper to taste

"||100|16|7|5
"2. recipe: argentinean empanadas
"|"2. Recipe: Argentinean Empanadas
Ingredients:
For the dough:
- 500g all-purpose flour
- 150g unsalted butter, cold and diced
- 1 teaspoon salt
- 1/2 cup water

For the filling:
- 300g ground beef
- 1 onion, diced
- 1 red bell pepper, diced
- 2 cloves of garlic, minced
- 1 teaspoon ground cumin
- 1 teaspoon paprika
- Salt and pepper to taste
- 2 hard-boiled eggs, chopped
- 10 green olives, pitted and chopped

Preparation:
1. In a mixing bowl, combine the flour and salt. Add the cold butter and using your fingers, crumble the butter into the flour until the mixture resembles coarse crumbs.
2. Slowly add water, mixing until the dough comes together. Knead the dough until smooth, then wrap it in plastic wrap and refrigerate for 30 minutes.
3. In a skillet, cook the ground beef until browned. Add the onion, bell pepper, garlic, cumin, paprika, salt, and pepper. Cook until the vegetables are softened.
4. Remove the dough from the refrigerator and roll it out to a thickness of about 1/8 inch. Cut out circles about 4-5 inches in diameter.
5. Spoon a small amount of the filling into the center of each dough circle. Place a few pieces of chopped hard-boiled egg and olive on top of the filling.
6. Fold the dough over the filling to create a half-moon shape. Press the edges together to seal the empanadas.
7. Preheat the oven to 375°F (190°C). Place the empanadas on a baking sheet lined with parchment paper and bake for 20-25 minutes until golden brown.
8. Serve hot or at room temperature.

Nutritional Information (per 100g): Carbohydrates: 29g, Protein: 7g, Fat: 12g, Fiber: 3g, Calories: 260
Appropriate for: Lunch or Dinner"|lunch|None|3|||"ingredients:
for the dough:
- 500g all-purpose flour
- 150g unsalted butter, cold and diced
- 1 teaspoon salt
- 1/2 cup water

for the filling:
- 300g ground beef
- 1 onion, diced
- 1 red bell pepper, diced
- 2 cloves of garlic, minced
- 1 teaspoon ground cumin
- 1 teaspoon paprika
- salt and pepper to taste
- 2 hard-boiled eggs, chopped
- 10 green olives, pitted and chopped

"||100|29|7|12
"3. recipe: peruvian ceviche
"|"3. Recipe: Peruvian Ceviche
Ingredients:
- 500g firm white fish fillets, diced
- 1 cup fresh lime juice
- 1 onion, thinly sliced
- 1 hot pepper (aji amarillo or jalapeno), seeded and minced
- 1 sweet potato, boiled and sliced
- 1 ear of corn, boiled and sliced
- 1 bunch of fresh cilantro, chopped
- Salt and pepper to taste

Preparation:
1. In a shallow dish, place the diced fish and pour the lime juice over it. Let it marinate for at least 30 minutes or until the fish turns opaque.
2. Add the sliced onion, minced hot pepper, and cilantro to the fish. Stir gently to combine. Season with salt and pepper.
3. Serve the ceviche chilled, garnished with sweet potato slices and corn on the side.

Nutritional Information (per 100g): Carbohydrates: 13g, Protein: 17g, Fat: 0.5g, Fiber: 1g, Calories: 90
Appropriate for: Lunch or Dinner"|lunch|None|1|||"ingredients:
- 500g firm white fish fillets, diced
- 1 cup fresh lime juice
- 1 onion, thinly sliced
- 1 hot pepper (aji amarillo or jalapeno), seeded and minced
- 1 sweet potato, boiled and sliced
- 1 ear of corn, boiled and sliced
- 1 bunch of fresh cilantro, chopped
- salt and pepper to taste

"||100|13|17|0.5
"4. recipe: colombian arepas
"|"4. Recipe: Colombian Arepas
Ingredients:
- 2 cups pre-cooked cornmeal (masarepa)
- 1 ½ cups warm water
- 2 tablespoons vegetable oil
- Salt to taste

Preparation:
1. In a bowl, combine the pre-cooked cornmeal, warm water, vegetable oil, and salt. Mix well until the dough is smooth and pliable.
2. Divide the dough into small portions and shape each portion into a ball.
3. Using your hands, flatten each ball into a disc shape. The thickness should be about ½ inch.
4. Preheat a griddle or a large skillet over medium heat.
5. Cook the arepas on the hot griddle for about 4-5 minutes on each side until golden brown.
6. Serve warm with butter, cheese, meats, or any desired toppings.

Nutritional Information (per 100g): Carbohydrates: 27g, Protein: 3g, Fat: 2g, Fiber: 1g, Calories: 140
Appropriate for: Breakfast, Lunch, or Dinner"|breakfast|None|1|||"ingredients:
- 2 cups pre-cooked cornmeal (masarepa)
- 1 ½ cups warm water
- 2 tablespoons vegetable oil
- salt to taste

"||100|27|3|2
"5. recipe: ecuadorian locro de papa
"|"5. Recipe: Ecuadorian Locro de Papa
Ingredients:
- 3 large potatoes, peeled and diced
- 1 onion, chopped
- 2 cloves of garlic, minced
- 2 cups vegetable or chicken broth
- 1 cup milk
- 1 tablespoon vegetable oil
- 1 teaspoon ground cumin
- Salt and pepper to taste
- 1 cup queso fresco, crumbled (optional)
- Chopped fresh cilantro for garnish

Preparation:
1. In a large pot, heat the vegetable oil over medium heat. Add the onion and garlic, and sauté until translucent.
2. Add the diced potatoes, cumin, salt, and pepper to the pot. Stir well to coat the potatoes with the spices.
3. Pour the broth into the pot, cover, and bring to a boil. Reduce the heat to low and simmer for about 15-20 minutes until the potatoes are tender.
4. Using a potato masher or a fork, partially mash the potatoes in the pot to thicken the soup.
5. Stir in the milk and continue simmering for another 5 minutes.
6. Serve hot, garnished with crumbled queso fresco and chopped cilantro.

Nutritional Information (per 100g): Carbohydrates: 16g, Protein: 4g, Fat: 3g, Fiber: 2g, Calories: 100
Appropriate for: Lunch or Dinner

These are just a few examples, but South America has a rich culinary tradition with numerous other delicious dishes. I hope you find these recipes helpful!"|lunch|None|2|||"ingredients:
- 3 large potatoes, peeled and diced
- 1 onion, chopped
- 2 cloves of garlic, minced
- 2 cups vegetable or chicken broth
- 1 cup milk
- 1 tablespoon vegetable oil
- 1 teaspoon ground cumin
- salt and pepper to taste
- 1 cup queso fresco, crumbled (optional)
- chopped fresh cilantro for garnish

"||100|16|4|3
"1. gallo pinto (costa rica, nicaragua) - breakfast
**"|"1. Gallo Pinto (Costa Rica, Nicaragua) - Breakfast
**Ingredients:**
- 2 cups cooked rice
- 1 cup cooked black beans, with some cooking liquid
- 1 onion, finely chopped
- 1 bell pepper, chopped
- 2 cloves garlic, minced
- Fresh cilantro, chopped
- Salt and pepper to taste
- Oil for frying

**Preparation Steps:**
1. In a large skillet, heat the oil over medium heat.
2. Add onion, bell pepper, and garlic; cook until soft.
3. Stir in the rice and beans along with a bit of the bean cooking liquid to achieve the desired consistency.
4. Cook until everything is hot, adding cilantro at the last minute.
5. Serve with eggs or tortillas.

**Nutrition (Estimated per 100g):**
- Calories: 130 kcal
- Carbohydrates: 24 g
- Protein: 5 g
- Fat: 1.5 g
- Fiber: 3 g

"|breakfast|None|130|||"ingredients:**
- 2 cups cooked rice
- 1 cup cooked black beans, with some cooking liquid
- 1 onion, finely chopped
- 1 bell pepper, chopped
- 2 cloves garlic, minced
- fresh cilantro, chopped
- salt and pepper to taste
- oil for frying

**"|['preparation steps:**']|24|5|1.5|3
"2. pupusas (el salvador) - lunch/dinner
**"|"2. Pupusas (El Salvador) - Lunch/Dinner
**Ingredients:**
- 2 cups masa harina
- 1 1/2 cups water
- 1 cup grated cheese
- 1 cup refried beans
- 2 tbsp lard or vegetable oil (optional)

**Preparation Steps:**
1. Combine masa harina and water to form a soft dough.
2. Form dough into balls, make an indentation and fill with a mixture of cheese and beans.
3. Seal, flatten to form a thick tortilla, and fry in a hot griddle with a bit of oil until golden.
4. Serve with curtido (cabbage slaw) and tomato salsa.

**Nutrition (Estimated per 100g):**
- Calories: 200 kcal
- Carbohydrates: 32 g
- Protein: 8 g
- Fat: 5 g
- Fiber: 4 g

"|lunch|None|200|||"ingredients:**
- 2 cups masa harina
- 1 1/2 cups water
- 1 cup grated cheese
- 1 cup refried beans
- 2 tbsp lard or vegetable oil (optional)

**"|['preparation steps:**']|32|8|5|4
"3. baleadas (honduras) - breakfast/lunch
**"|"3. Baleadas (Honduras) - Breakfast/Lunch
**Ingredients:**
- 2 cups all-purpose flour
- 1/2 tsp baking powder
- 1/2 tsp salt
- 1/2 cup water
- Refried beans
- Grated cheese
- Scrambled or fried eggs (optional)
- Avocado slices (optional)

**Preparation Steps:**
1. Mix flour, baking powder, salt, and water to form a soft dough.
2. Divide into balls and roll into thin circles.
3. Cook in a hot skillet until puffy and lightly browned.
4. Spread with refried beans, add cheese, eggs, and avocado if desired, and fold in half to serve.

**Nutrition (Estimated per 100g):**
- Calories: 210 kcal
- Carbohydrates: 35 g
- Protein: 7 g
- Fat: 4 g
- Fiber: 2 g

"|breakfast|None|210|||"ingredients:**
- 2 cups all-purpose flour
- 1/2 tsp baking powder
- 1/2 tsp salt
- 1/2 cup water
- refried beans
- grated cheese
- scrambled or fried eggs (optional)
- avocado slices (optional)

**"|['preparation steps:**']|35|7|4|2
"4. tamales (panama, guatemala) - lunch/dinner
**"|"4. Tamales (Panama, Guatemala) - Lunch/Dinner
**Ingredients for Guatemalan Tamales:**
- 1 lb masa harina
- 3 cups chicken broth
- 1 lb chicken, cut into pieces
- 1 cup tomato sauce
- Red bell peppers, sliced
- Olives
- Capers
- Prunes
- Salt and pepper to taste
- Banana leaves for wrapping

**Preparation Steps:**
1. Mix masa harina with chicken broth to form a dough.
2. Saute chicken pieces with tomato sauce until cooked through.
3. Assemble the tamales by placing a scoop of masa onto a banana leaf, top with chicken, bell pepper, olive, caper, and prune.
4. Wrap the tamales and steam for about 1 hour until cooked through.

**Nutrition (Estimated per 100g):**
- Calories: 190 kcal
- Carbohydrates: 16 g
- Protein: 12 g
- Fat: 8 g
- Fiber: 2 g

"|lunch|None|190|||"ingredients for guatemalan tamales:**
- 1 lb masa harina
- 3 cups chicken broth
- 1 lb chicken, cut into pieces
- 1 cup tomato sauce
- red bell peppers, sliced
- olives
- capers
- prunes
- salt and pepper to taste
- banana leaves for wrapping

**"|['preparation steps:**']|16|12|8|2
"5. pan de coco (honduras) - breakfast
**"|"5. Pan de Coco (Honduras) - Breakfast
**Ingredients:**
- 3 cups all-purpose flour
- 1/2 cup sugar
- 1 cup grated coconut
- 1/2 cup milk
- 1 tbsp active dry yeast
- Salt to taste

**Preparation Steps:**
1. Mix yeast with a bit of warm milk; let sit until frothy.
2. Combine flour, sugar, salt, coconut, yeast mixture, and the remaining milk to form a dough.
3. Knead and let rise until doubled.
4. Shape into buns and bake at 350°F for about 20 minutes until golden.

**Nutrition (Estimated per 100g):**
- Calories: 280 kcal
- Carbohydrates: 50 g
- Protein: 5 g
- Fat: 6 g
- Fiber: 2 g

"|breakfast|None|280|||"ingredients:**
- 3 cups all-purpose flour
- 1/2 cup sugar
- 1 cup grated coconut
- 1/2 cup milk
- 1 tbsp active dry yeast
- salt to taste

**"|['preparation steps:**']|50|5|6|2
"6. enchiladas (guatemala) - lunch/dinner
**"|"6. Enchiladas (Guatemala) - Lunch/Dinner
**Ingredients:**
- Corn tortillas
- Ground beef or chicken
- Tomato sauce
- Onions, chopped
- Diced carrots
- Hard-boiled eggs, sliced
- Cabbage, shredded
- Beets, cooked and shredded
- Salt, pepper, and other seasonings
- Vegetable oil for frying

**Preparation Steps:**
1. Cook ground meat with tomato sauce and seasonings.
2. Fry tortillas lightly in oil and drain.
3. Top each tortilla with meat mixture, cabbage, beets, carrot, onion, and a slice of hard-boiled egg.
4. Serve immediately.

**Nutrition (Estimated per 100g):**
- Calories: 220 kcal
- Carbohydrates: 18 g
- Protein: 12 g
- Fat: 10 g
- Fiber: 3 g

"|lunch|None|220|||"ingredients:**
- corn tortillas
- ground beef or chicken
- tomato sauce
- onions, chopped
- diced carrots
- hard-boiled eggs, sliced
- cabbage, shredded
- beets, cooked and shredded
- salt, pepper, and other seasonings
- vegetable oil for frying

**"|['preparation steps:**']|18|12|10|3
"7. desayuno chapín (guatemala) - breakfast
**"|"7. Desayuno Chapín (Guatemala) - Breakfast
**Ingredients:**
- 2 eggs
- Black beans, cooked
- Plantains, sliced and fried
- Fresh cheese
- Cooked chorizo
- Tortillas

**Preparation Steps:**
1. Fry the eggs to your liking.
2. Warm black beans and plantains in separate pans.
3. Assemble the plate with eggs, beans, plantains, a piece of cheese, chorizo, and tortillas on the side.

**Nutrition (Estimated per 100g):**
- Calories: 200 kcal
- Carbohydrates: 18 g
- Protein: 9 g
- Fat: 10 g
- Fiber: 2 g

"|breakfast|None|200|||"ingredients:**
- 2 eggs
- black beans, cooked
- plantains, sliced and fried
- fresh cheese
- cooked chorizo
- tortillas

**"|['preparation steps:**']|18|9|10|2
"8. rellenitos de plátano (guatemala) - snack/breakfast
**"|"8. Rellenitos de Plátano (Guatemala) - Snack/Breakfast
**Ingredients:**
- 4 ripe plantains
- 1 cup black beans, cooked and mashed
- 1 tsp cinnamon
- Sugar to taste
- Oil for frying

**Preparation Steps:**
1. Boil plantains until soft, peel, and mash with cinnamon and sugar.
2. Form the mash into balls, make an indentation, and fill with mashed black beans.
3. Seal and shape into ovals.
4. Fry in hot oil until golden brown.

**Nutrition (Estimated per 100g):**
- Calories: 190 kcal
- Carbohydrates: 40 g
- Protein: 2 g
- Fat: 3 g
- Fiber: 3 g

"|breakfast|None|190|||"ingredients:**
- 4 ripe plantains
- 1 cup black beans, cooked and mashed
- 1 tsp cinnamon
- sugar to taste
- oil for frying

**"|['preparation steps:**']|40|2|3|3
"9. pollo en crema (guatemala) - lunch/dinner
**"|"9. Pollo en Crema (Guatemala) - Lunch/Dinner
**Ingredients:**
- 1 lb chicken pieces
- 1 cup heavy cream
- 1 onion, sliced
- 1 bell pepper, sliced
- 2 cloves garlic, minced
- 1 tsp chicken bouillon powder
- Salt and pepper to taste

**Preparation Steps:**
1. Brown chicken pieces in a pan.
2. Add onion, bell pepper, garlic, and season with bouillon, salt, and pepper.
3. Cover and simmer until chicken is cooked.
4. Stir in heavy cream and cook until sauce thickens slightly.

**Nutrition (Estimated per 100g):**
- Calories: 215 kcal
- Carbohydrates: 5 g
- Protein: 16 g
- Fat: 15 g
- Fiber: 0.5 g

"|lunch|None|215|||"ingredients:**
- 1 lb chicken pieces
- 1 cup heavy cream
- 1 onion, sliced
- 1 bell pepper, sliced
- 2 cloves garlic, minced
- 1 tsp chicken bouillon powder
- salt and pepper to taste

**"|['preparation steps:**']|5|16|15|0.5
"10. sopa de frijoles (honduras) - lunch/dinner
**"|"10. Sopa de Frijoles (Honduras) - Lunch/Dinner
**Ingredients:**
- 2 cups red beans, soaked overnight
- 1 lb pork ribs or chicken
- 2 green plantains, diced
- 1 onion, chopped
- 3 cloves garlic, minced
- 1 bell pepper, chopped
- Cilantro, chopped
- 8 cups water
- Salt to taste

**Preparation Steps:**
1. Cook beans in water with meat, onion, garlic, and bell pepper.
2. Once the meat is tender, add plantains and continue cooking until soft.
3. Season with salt and cilantro before serving.

**Nutrition (Estimated per 100g):**
- Calories: 100 kcal
- Carbohydrates: 14 g
- Protein: 7 g
- Fat: 2 g
- Fiber: 4 g

"|lunch|None|100|||"ingredients:**
- 2 cups red beans, soaked overnight
- 1 lb pork ribs or chicken
- 2 green plantains, diced
- 1 onion, chopped
- 3 cloves garlic, minced
- 1 bell pepper, chopped
- cilantro, chopped
- 8 cups water
- salt to taste

**"|['preparation steps:**']|14|7|2|4
"11. salpicón (honduras) - lunch
**"|"11. Salpicón (Honduras) - Lunch
**Ingredients:**
- 2 lbs beef round, boiled and shredded
- 5 limes, juiced
- 1 onion, finely chopped
- 2 tomatoes, finely chopped
- 2 radishes, finely chopped
- Fresh mint, finely chopped
- Salt and pepper to taste

**Preparation Steps:**
1. In a bowl, mix the shredded beef with lime juice, onion, tomato, radishes, and mint.
2. Season with salt and pepper and let marinate for at least an hour before serving cold.

**Nutrition (Estimated per 100g):**
- Calories: 120 kcal
- Carbohydrates: 2 g
- Protein: 20 g
- Fat: 3 g
- Fiber: 1 g

"|lunch|None|120|||"ingredients:**
- 2 lbs beef round, boiled and shredded
- 5 limes, juiced
- 1 onion, finely chopped
- 2 tomatoes, finely chopped
- 2 radishes, finely chopped
- fresh mint, finely chopped
- salt and pepper to taste

**"|['preparation steps:**']|2|20|3|1
